DATE,DATE,CLOSE
2016-11-01,2016-11-01,71.43
2016-11-02,2016-11-02,70.96
2016-11-03,2016-11-03,69.66
2016-11-04,2016-11-04,70.26
2016-11-07,2016-11-07,72.57
2016-11-08,2016-11-08,72.71
2016-11-09,2016-11-09,73.18
2016-11-10,2016-11-10,74.97
2016-11-11,2016-11-11,75.23
2016-11-14,2016-11-14,77.83
2016-11-15,2016-11-15,78.24
2016-11-16,2016-11-16,77.77
2016-11-17,2016-11-17,78.85
2016-11-18,2016-11-18,79.47
2016-11-21,2016-11-21,78.78
2016-11-22,2016-11-22,81.53
2016-11-23,2016-11-23,82.96
2016-11-25,2016-11-25,82.75
2016-11-28,2016-11-28,82.43
2016-11-29,2016-11-29,82.78
2016-11-30,2016-11-30,82.27
2016-12-01,2016-12-01,82.86
2016-12-02,2016-12-02,84.83
2016-12-05,2016-12-05,83.12
2016-12-06,2016-12-06,84.8
2016-12-07,2016-12-07,87.67
2016-12-08,2016-12-08,88.55
2016-12-09,2016-12-09,89.77
2016-12-12,2016-12-12,86.73
2016-12-13,2016-12-13,86.87
2016-12-14,2016-12-14,86.38
2016-12-15,2016-12-15,90.12
2016-12-16,2016-12-16,88.73
2016-12-19,2016-12-19,90.33
2016-12-20,2016-12-20,91.56
2016-12-21,2016-12-21,91.12
2016-12-22,2016-12-22,89.1
2016-12-23,2016-12-23,90.43
2016-12-27,2016-12-27,90.54
2016-12-28,2016-12-28,88.69
2016-12-29,2016-12-29,88.53
2016-12-30,2016-12-30,88.73
2017-01-03,2017-01-03,88.0
2017-01-04,2017-01-04,89.18
2017-01-05,2017-01-05,87.76
2017-01-06,2017-01-06,86.98
2017-01-09,2017-01-09,87.47
2017-01-10,2017-01-10,92.0
2017-01-11,2017-01-11,93.8
2017-01-12,2017-01-12,93.26
2017-01-13,2017-01-13,94.32
2017-01-17,2017-01-17,93.41
2017-01-18,2017-01-18,92.93
2017-01-19,2017-01-19,94.22
2017-01-20,2017-01-20,94.71
2017-01-23,2017-01-23,93.07
2017-01-24,2017-01-24,92.86
2017-01-25,2017-01-25,93.38
2017-01-26,2017-01-26,95.9
2017-01-27,2017-01-27,95.13
2017-01-30,2017-01-30,94.16
2017-01-31,2017-01-31,93.82
2017-02-01,2017-02-01,93.63
2017-02-02,2017-02-02,94.53
2017-02-03,2017-02-03,94.09
2017-02-06,2017-02-06,95.12
2017-02-07,2017-02-07,94.1
2017-02-08,2017-02-08,97.2
2017-02-09,2017-02-09,98.41
2017-02-10,2017-02-10,97.35
2017-02-13,2017-02-13,98.02
2017-02-14,2017-02-14,96.3
2017-02-15,2017-02-15,96.96
2017-02-16,2017-02-16,96.69
2017-02-17,2017-02-17,96.6
2017-02-21,2017-02-21,96.61
2017-02-22,2017-02-22,97.25
2017-02-23,2017-02-23,95.89
2017-02-24,2017-02-24,97.01
2017-02-27,2017-02-27,97.84
2017-02-28,2017-02-28,97.82
2017-03-01,2017-03-01,100.24
2017-03-02,2017-03-02,96.36
