DATE,DATE,CLOSE
2017-04-03,2017-04-03,17.59
2017-04-04,2017-04-04,17.72
2017-04-05,2017-04-05,17.69
2017-04-06,2017-04-06,17.56
2017-04-07,2017-04-07,17.37
2017-04-10,2017-04-10,17.36
2017-04-11,2017-04-11,17.54
2017-04-12,2017-04-12,18.02
2017-04-13,2017-04-13,18.2
2017-04-17,2017-04-17,18.2
2017-04-18,2017-04-18,18.22
2017-04-19,2017-04-19,18.38
2017-04-20,2017-04-20,18.52
2017-04-21,2017-04-21,18.29
2017-04-24,2017-04-24,18.54
2017-04-25,2017-04-25,18.61
2017-04-26,2017-04-26,18.63
2017-04-27,2017-04-27,18.77
2017-04-28,2017-04-28,18.82
2017-05-01,2017-05-01,18.93
2017-05-02,2017-05-02,18.9
2017-05-03,2017-05-03,18.81
2017-05-04,2017-05-04,18.79
2017-05-05,2017-05-05,18.91
2017-05-08,2017-05-08,19.31
2017-05-09,2017-05-09,19.24
2017-05-10,2017-05-10,19.36
2017-05-11,2017-05-11,19.26
2017-05-12,2017-05-12,19.3
2017-05-15,2017-05-15,19.36
2017-05-16,2017-05-16,19.47
2017-05-17,2017-05-17,18.96
2017-05-18,2017-05-18,18.78
2017-05-19,2017-05-19,19.0
2017-05-22,2017-05-22,19.11
2017-05-23,2017-05-23,18.96
2017-05-24,2017-05-24,19.01
2017-05-25,2017-05-25,18.37
2017-05-26,2017-05-26,18.47
2017-05-30,2017-05-30,18.94
2017-05-31,2017-05-31,18.76
2017-06-01,2017-06-01,18.95
2017-06-02,2017-06-02,18.98
2017-06-05,2017-06-05,18.8
2017-06-06,2017-06-06,18.26
2017-06-07,2017-06-07,18.24
2017-06-08,2017-06-08,18.28
2017-06-09,2017-06-09,17.8
2017-06-12,2017-06-12,17.76
2017-06-13,2017-06-13,17.74
2017-06-14,2017-06-14,17.4
2017-06-15,2017-06-15,17.27
2017-06-16,2017-06-16,17.35
2017-06-19,2017-06-19,17.69
2017-06-20,2017-06-20,17.83
2017-06-21,2017-06-21,17.71
2017-06-22,2017-06-22,17.71
2017-06-23,2017-06-23,17.8
2017-06-26,2017-06-26,18.16
2017-06-27,2017-06-27,17.77
2017-06-28,2017-06-28,18.03
2017-06-29,2017-06-29,17.57
2017-06-30,2017-06-30,17.48
2017-07-03,2017-07-03,17.56
2017-07-05,2017-07-05,17.65
2017-07-06,2017-07-06,17.19
2017-07-07,2017-07-07,17.35
2017-07-10,2017-07-10,17.87
2017-07-11,2017-07-11,17.94
2017-07-12,2017-07-12,18.04
2017-07-13,2017-07-13,18.08
2017-07-14,2017-07-14,18.42
2017-07-17,2017-07-17,18.47
2017-07-18,2017-07-18,18.39
2017-07-19,2017-07-19,18.7
2017-07-20,2017-07-20,18.94
2017-07-21,2017-07-21,19.15
2017-07-24,2017-07-24,19.24
2017-07-25,2017-07-25,19.41
2017-07-26,2017-07-26,19.26
2017-07-27,2017-07-27,19.21
2017-07-28,2017-07-28,19.17
2017-07-31,2017-07-31,19.1
2017-08-01,2017-08-01,19.14
2017-08-02,2017-08-02,19.1
2017-08-03,2017-08-03,19.36
2017-08-04,2017-08-04,19.37
2017-08-07,2017-08-07,19.32
2017-08-08,2017-08-08,19.32
2017-08-09,2017-08-09,19.32
2017-08-10,2017-08-10,18.9
2017-08-11,2017-08-11,18.9
2017-08-14,2017-08-14,19.1
2017-08-15,2017-08-15,19.04
2017-08-16,2017-08-16,18.97
2017-08-17,2017-08-17,18.64
2017-08-18,2017-08-18,18.51
2017-08-21,2017-08-21,18.57
2017-08-22,2017-08-22,19.02
