,date,APD,ALB,AVY,BLL,CE,CF,EMN,ECL,FMC,FCX,IP,IFF,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SEE,SHW,VMC,WRK,sum
0,2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2016-11-02,0.009753515802207957,-0.007840772014475306,-0.0028905911258853,0.0006504488096785721,-0.008285004142502217,-0.007633587786259555,-0.019425558484806316,-0.0013376136971643415,-0.023516946448759235,-0.047533632286995586,-0.0009045680687471691,-0.023834429169157234,-0.008449732712536684,-0.010484592763073675,-0.012598506843633395,0.016858552631578982,-0.020289857499229624,0.006690361697679226,-0.007469189592929082,-0.003881820142333403,-0.006801228609038978,0.007688151934505338,-0.02629757785467124,0.011476495254910457,-0.006555168983079396
2,2016-11-03,0.006275517919249962,0.010856453558504064,0.018210724093077113,0.017822297385195585,-0.008008837337751928,-0.09200482121333864,-0.00943527126404875,-0.00856072766185123,0.07902544503793885,-0.03766816143497753,-0.014020805065581121,-0.03399581589958167,-0.009829280910501836,0.0012786088735456946,-0.02281211115719617,-0.006990131578947456,-0.005270092155447936,0.019862011289985437,-0.020664757873770645,-0.010675005391416859,-0.002852128126371145,0.0036986244441674643,-0.012802768166089828,0.006841756786581277,-0.005693783510601347
3,2016-11-04,0.008392560108876568,0.006996381182147182,0.02153490388784518,-0.005073500715493728,-0.00483291908312633,-0.0715146645239052,-0.01123907312335215,-0.01310861423220977,0.11144068101174254,-0.008968609865470767,-0.005427408412483126,-0.03870292887029292,-0.0127608208311778,0.0030686612965096227,-0.002851513894649438,0.0074013157894736725,-0.003952582620363021,0.04432364624712526,-0.015685298145151294,0.0007547983610094455,-0.013821851689337361,0.007937497402651372,0.009948096885813218,0.022952990509821136,0.00013169765248433052
4,2016-11-07,0.03644336912142765,0.040772014475271456,0.03497615262321152,0.0227657083387538,0.011460922397127815,-0.06428284451586985,0.004023865686138661,0.006509719992866092,0.13538136018988478,0.01255605381165914,0.005653550429669751,-0.020322773460848764,0.012933264355923457,0.0121467842986831,0.02794483616756538,0.03248355263157898,-0.03847169434081266,0.07317583106836723,-0.01232416282833304,0.01736036230321325,0.008556384379113657,0.030503262269874876,0.02422145328719738,-0.0008828073273008386,0.018847145180617364
5,2016-11-08,0.035309239376984936,-0.001809408926417455,0.029917618152912384,0.035514505008455766,0.0069041701187517734,-0.022097227802330255,0.007908977383099813,0.013019439985731962,0.13050848269797966,0.08430493273542594,0.011985526910900157,-0.05812910938433957,0.016123469563717796,0.00946170566423743,0.047335130651182,0.07648026315789469,-0.049802389774270095,0.07401212628057707,-0.0023652433710942278,0.021565667457407844,0.013383062746818775,0.04804056019615177,0.035726643598616104,0.008386669609357744,0.02191305554039813
6,2016-11-09,0.03750189021624073,-0.02991556091676728,0.02673796791443861,0.022375439052946478,0.043910521955260906,0.06388107673764565,0.02483696406271685,0.023363652577135685,0.14936441801952527,0.17219730941704037,0.03233830845771135,-0.07329647340107592,0.023279875840662267,0.03490602224779438,0.16855039402737448,0.10074013157894735,-0.023978927409553985,0.20468325318837555,0.02415037968380429,0.027496226008195013,0.025888547608600154,0.07110501599966756,0.13797577854671306,0.05252703597439856,0.053526081481309884
7,2016-11-10,0.05836987751398759,-0.016646562123039943,0.01575372163607458,-0.01274879666970219,0.05343827671913837,0.08999598232221762,0.05092271402802839,0.03575887283752466,0.14618644699715255,0.2376681614349776,0.03595658073270025,-0.11483861326957567,0.03664424900844976,0.06572049610024289,0.21070095396101207,0.16077302631578938,-0.08616600944232722,0.2364624712523522,0.022283082285572187,0.044533103299547294,0.0298376480912681,0.10131737522337203,0.17681660899653973,0.06775546237033758,0.06807735906666679
8,2016-11-11,0.04748223196733714,-0.029794933655005962,0.005203064026593429,-0.011708078574216296,0.06296603148301583,0.1161108879067898,0.043568752601637284,0.03147850900659899,0.10995764090690141,0.25022421524663674,0.03256445047489809,-0.11536162582187681,0.016123469563717796,0.05101649405446884,0.19110327664869353,0.12705592105263164,-0.16758895214928404,0.22830859293330552,0.02825843395991523,0.032671986197972736,0.02610794207985978,0.08781116236545738,0.1607266435986161,0.05826528360185401,0.05663791581202249
9,2016-11-14,0.04324814758808415,-0.07020506634499402,0.022546610781905008,-0.009106283335501564,0.0838166252416459,0.13298513459220573,0.03024836964062727,0.016408061351881553,0.11779662305648819,0.2484304932735426,0.06761646313885117,-0.1219366407650927,0.006983962752198591,0.05357371180156001,0.20022812111157196,0.16324013157894735,-0.14097497866200626,0.24607986619276612,0.07021038217353426,0.03569117964200985,0.02303641948222923,0.09454349000540252,0.16608996539792398,0.09070845288015894,0.06098271170223879
