,date,MMM,ALK,AAL,AME,AOS,BA,CHRW,CAT,CTAS,CPRT,CSX,CMI,DE,DAL,DOV,ETN,EMR,EFX,EXPD,FAST,FDX,FLS,FTV,GD,GE,GWW,HON,HII,IEX,ITW,IR,JEC,JBHT,JCI,KSU,LHX,LMT,MAS,NSC,NOC,PCAR,PH,PNR,PWR,RTN,RSG,RHI,ROK,ROL,ROP,SNA,LUV,SWK,TXT,TDG,UNP,UAL,UPS,URI,UTX,VRSK,WAB,WM,XYL,sum
0,2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2016-11-02,0.009010654490106518,-0.006579868402632139,-0.00226130653266321,-0.017598574292715496,-0.015652951699463236,-0.011656484797415878,0.0005846243788365513,-0.013740272373540807,-0.017152165580682333,-0.0023108030040438488,0.010851693521867656,-0.004661051598659038,0.0007946418435689218,0.0011938872970391756,-0.0033072689349427087,0.0029654036243822457,-0.018823529411764683,-0.009786476868327343,-0.0011743981209630938,-0.00390625,0.0049554013875123815,-0.012348610781287017,-0.0033670033670033517,-0.002066942258967863,-0.013504159028683738,-0.006152043357257941,-0.0063215754519116985,-0.009902828495388927,-0.0038686987104337156,0.011594719942918275,-0.0004456327985737918,-0.003940886699507429,-0.005242623750304709,0.0021812893843917713,0.01614589383203624,0.00463711851612203,0.000530655563719673,-0.018345563709139423,0.004257641921397326,0.0010944750897470268,-0.0012820484129393295,-0.010727842878362814,-0.018208303104654044,0.004938271604938205,0.0014065738821438245,-0.002729576915578069,0.0072795901860338574,-0.005464021519838491,0.0032743708658606874,-0.008800559505769967,0.0017094017094019254,-0.0017641129032258673,-0.0009683098591549699,-0.013906447534765998,-0.016064555497047883,0.009102286949596028,0.0024999999999999467,0.000561587420441878,-0.02889223606736957,-0.00460739143221256,0.015690635038299927,-0.016922471467926137,-0.004847537138389368,-0.004873913964822951,-0.003436802713630338
2,2016-11-03,0.01570776255707762,-0.024779504409911945,-0.010552763819095312,-0.014034306081532666,-0.02034883720930225,-0.016782529316761385,0.007600116924875611,-0.01179474708171202,-0.013127635109237312,0.0023108030040439598,0.023676422229529814,-0.004415733093466434,0.0023839255307072094,0.0009551098376312517,-0.0024052983499115443,-0.016144975288303165,-0.02274509803921565,-0.005418958265933416,-0.004501859463691638,0.005208333333333481,0.012359354048854465,-0.010211351222987441,0.009704892057833092,0.0003333777837046803,-0.020775637587632456,-0.0036619305697963567,-0.007329361872038809,-0.07940830599740045,-0.0012895662368112015,0.012843382090617084,-0.004901960784313708,0.0055172413793103114,-0.0199951231406974,-0.01090644692195819,0.021953769311185978,0.0007548797584384648,-0.025634745693525973,-0.01767845230153442,0.0017467248908298316,-0.012608353033884967,-0.008424903470789946,-0.015596633107773594,-0.01402039501748209,-0.001410934744268122,-0.006958839206396394,-0.0050692142717878586,0.011863035858721949,-0.012525218560860751,-0.0009823310588320533,-0.007110385825853771,0.004273504273504258,0.0005040322580645018,0.0041373239436619524,-0.013400758533501755,-0.013658572780257505,0.01001251564455563,-0.001071428571428612,0.005990265818045737,-0.010132822127892571,-0.009410842074306536,0.01816160118606369,-0.010625737898465215,-0.008444096950742885,0.0010595465140921245,-0.006792491343698859
3,2016-11-04,0.013576864535768562,-0.016379672406551915,-0.0015075376884421399,-0.011138338159946581,0.0031305903398926027,-0.020153079137701035,0.003946214557146943,0.0008511673151752053,-0.012456880030663031,-0.021952628538417063,0.016770799079250276,0.016518112682966768,-0.0003405607901010299,0.02387774594078329,-0.014882738143561114,0.0009884678747940079,-0.03117647058823536,-0.00024263992235518117,-0.004501859463691638,0.027083333333333348,0.01906372063195949,-0.01804796960341959,0.012279659338482851,-0.001133484464595158,-0.015235477170090217,0.002148332600947267,-0.008245535694379025,-0.09172494893854055,-0.0023446658851113966,0.01694612914734206,0.021241830065359624,-0.029556650246305383,-0.02121433796634964,-0.009209888511875763,0.02183761180160282,0.016391674754663965,-0.035513103110457966,-0.004669779853235467,0.00021834061135383998,-0.013965502145171116,-0.0014651870661803734,-0.005198877702591309,-0.004005831021420048,-0.009523809523809601,-0.015620373112229857,-0.0011698186781049502,0.00916689134537596,-0.011768661735036878,-0.005893936855308035,-0.01229747056766528,0.011702827087442413,0.01764112903225823,0.008626760563380298,-0.01188369152970925,-0.010031091407771364,0.009898737057685736,0.02196428571428566,0.0009359790340695007,-0.01191291250171167,-0.006666013135967153,0.010130961205831568,0.0009182736455461971,-0.009069585613760811,0.00445009535918639,-0.005161241943672623
4,2016-11-07,0.03342465753424673,0.01595968080638377,0.04246231155778912,-0.0006683002895968571,0.01900715563506261,0.004353626852046988,0.029815843320666335,0.018360894941634287,0.004311996933691109,-0.0011554015020219799,0.053929628411706565,0.06582713222667436,0.010330343966397981,0.05563514804202474,0.002856283642427293,0.02850082372322893,-0.011960784313725492,0.01981559365901009,0.017224505774124044,0.05755208333333339,0.04949571503527084,-0.0016623129897886946,0.025747672806496258,0.016068809174556664,0.014889199133069297,0.024852302133684834,0.019239573717989567,-0.07817045243547682,0.02637749120750299,0.044951837317160015,0.05050505050505061,-0.026206896551724146,0.007315288953913868,0.007513330101793558,0.06284121268440002,0.04583198533376476,-0.023308025144909705,0.00967311541027338,0.03657205240174677,0.007179756588740149,0.02124542652031014,0.03688727512790879,0.010378745242541898,0.00987654320987641,0.006144506958839058,0.014037824137258736,0.04179023995686171,0.04438466711499656,0.00556646017057405,0.007401795081011686,0.03721236028928332,0.04763104838709675,0.03230633802816896,0.03034134007585343,0.0010734402772925034,0.03254067584480591,0.04517857142857151,0.027704979408461172,0.04217444885663424,0.010195078913831868,0.026686434395848835,0.037386855568673605,0.011727912431587217,0.029031574486120038,0.019126783986465057
5,2016-11-08,0.041278538812785426,0.017919641607167636,0.047738693467336724,0.011583871686344338,0.02839892665474064,-0.0014746155466610622,0.03025431160479375,0.02966926070038922,0.012169413568416942,0.010783747352204998,0.054587306806971325,0.07007931965001224,0.010216823703030897,0.06327602674307542,0.003908607490579863,0.03789126853377267,0.006470588235294006,0.02774183112261408,-0.01565864161284014,0.057812500000000044,0.0570162653763191,-0.005936832106388068,0.04278074866310155,0.025336711561541714,0.018698041409205057,0.032908549387236974,0.013467702559482042,-0.06901033607724205,0.03071512309495894,0.05012486621476975,0.06758764111705307,-0.014975369458128052,0.032918800292611516,0.06495395055744058,0.0750377511906144,0.05100830367734277,-0.023634582414891026,0.016010673782521634,0.048034934497816595,0.006347955520532356,0.01758241993473275,0.043158937118336294,0.01839038017040573,0.022927689594356204,0.010586319218240936,0.018522129069994175,0.05257481801024522,0.051025554808338924,0.01312188582220486,0.014337335353770797,0.039250493096646855,0.05670362903225801,0.03820422535211265,0.029835651074589187,0.009586912014094118,0.0308339970417566,0.0591071428571428,0.048577311868214235,0.038888128166507,0.013332026271934083,0.024091919940696815,0.028204119113209858,0.02111024237685677,0.04471286289468113,0.02493099623311923
6,2016-11-09,0.03738203957382025,0.024499510009799774,0.06557788944723608,0.042548451770995754,0.06395348837209291,0.018818903166912593,0.04428529669687231,0.10894941634241251,0.029992334227673334,0.027151935297516028,0.11410720157842813,0.11906124785346295,0.022931093200136088,0.08046800382043928,0.05607336762460502,0.09258649093904436,0.04686274509803923,-0.008977677127143369,-0.029947152084556672,0.1351562500000001,0.05620008161837564,0.04939444312514829,0.05882352941176472,0.08074409921322845,0.025969519968153776,0.07543576973780564,0.029409069654835918,0.037259392213901066,0.061899179366940116,0.08053870852657874,0.1030897207367798,0.08197044334975367,0.049987807851743504,0.06253029568589441,-0.04193286095946103,0.09134045077105579,0.034615070618009725,0.03168779186124082,0.0786026200873362,0.06076525698275126,0.06153847950159674,0.08895857402211593,0.04333577874266137,0.08253968253968247,0.0860971276280722,0.028660557613569893,0.08762469668374218,0.0663248150638871,0.02691926655320165,0.03129735400396294,0.05476660092044705,0.06779233870967727,0.05545774647887325,0.08419721871049313,0.006810779092828234,0.06894982364319047,0.07374999999999998,0.05484837139648069,0.2167602355196494,0.02744828938339383,0.029528045465777142,0.07438016528925617,0.03143080531665343,0.0735325280779826,0.05466234286154181
7,2016-11-10,0.06106544901065458,0.04955900881982345,0.06281407035175879,0.06749832924927612,0.08027728085867625,0.03707604803033493,0.06401636948260725,0.13630836575875493,0.034687619777692635,0.025611399961486647,0.1354817494245315,0.1269114400196254,0.029628788738789824,0.09718242597898752,0.07651833841411149,0.1317957166392092,0.09313725490196068,-0.05993206082174052,-0.010178117048346147,0.16979166666666679,0.07019180318311657,0.09095226786986466,0.07347989700930868,0.11021469529270567,0.05297783802552147,0.10956496264830817,0.03701327888912953,0.0701244042829734,0.08546307151230947,0.09926864074206199,0.12477718360071322,0.10128078817733988,0.0737624969519628,0.09670382937469713,-0.05784643977233128,0.1087026852151407,0.05016736060086524,0.049032688458972684,0.09716157205240172,0.07332983101304613,0.10494506472854814,0.13030203003796004,0.09686817143215998,0.10617283950617273,0.09350014806040852,0.03139013452914807,0.12941493664060388,0.09910894418291871,0.02429118696191379,0.0479659633989975,0.09559500328731096,0.09979838709677424,0.10096830985915495,0.11453855878634633,-0.0027391183266650687,0.109227443395153,0.07035714285714278,0.060557843504305486,0.22552375735998909,0.06273894716204276,0.026933531010625344,0.1073068345795618,0.040500390930414465,0.11760966306420872,0.07330623177171947
8,2016-11-11,0.06593607305936078,0.05319893602127945,0.07864321608040203,0.05324125640454436,0.07468694096601092,0.04290429042904309,0.07541654486992111,0.13095817120622577,0.041778459179762306,0.0412093202387831,0.13712594541269318,0.1202060675443617,0.0341695992734703,0.10744985673352425,0.06644617834616162,0.1088962108731466,0.08823529411764697,-0.0777256551277904,-0.008416519866901728,0.15312500000000018,0.07089138926135363,0.08834006174305387,0.05763517528223394,0.12381650886784912,0.06336563880841317,0.1062936380059567,0.037562983182533705,0.08070805223742039,0.08440797186400939,0.10515519086692815,0.12641117052881778,0.09596059113300481,0.09351377712752984,0.07028599127484236,-0.04692763387152987,0.11528092311010463,0.05792309576291954,0.0430286857905271,0.10163755458515289,0.0835303388494879,0.083699638208238,0.1449084007261925,0.08248362228317441,0.10793650793650778,0.09757180929819342,0.04640280756482751,0.16877864653545416,0.10717888365837269,0.01739249659641562,0.042953724210280875,0.0944773175542406,0.10483870967741948,0.10721830985915504,0.1304677623261694,0.007884219370120737,0.10228694959608586,0.0758928571428572,0.06916885061774614,0.24880186224839118,0.06715027938437412,0.027057079318013377,0.12042502951593859,0.05723221266614531,0.11782157236702706,0.07684323618883959
9,2016-11-14,0.05272450532724493,0.08959820803583907,0.09045226130653261,0.06571619514368465,0.06350626118067981,0.053226599255670415,0.07439345220695714,0.14506322957198448,0.04484476811038718,0.06258424802618912,0.14370272936534034,0.1018071796549187,0.04007265296855489,0.13347659980897797,0.06779915284792049,0.10477759472817127,0.08843137254901956,-0.06874797800064703,0.010569583088666956,0.17447916666666674,0.08529120270506607,0.0845404891949657,0.06595365418894827,0.13475130017335646,0.05644043828648537,0.09062057516722821,0.03563902294006627,0.09519093891192676,0.0880422039859321,0.10158758473064577,0.11512180629827684,0.15527093596059127,0.11021702023896629,0.06810470189045081,-0.011499593448716539,0.13307451741615428,0.0908645603722753,0.05570380253502338,0.13526200873362448,0.09937833814902386,0.09065935461284735,0.14697144743356994,0.09140569676974941,0.12134038800705449,0.10845424933372794,0.05478650809124597,0.1806416823941761,0.11146603900470753,0.017063980460293893,0.04662548082527107,0.1019723865877713,0.14289314516129026,0.07297535211267614,0.1413400758533503,-0.06374000488837939,0.1313004892479237,0.12392857142857139,0.05681392736802682,0.2965904422839929,0.057347318890304866,0.02335063009636773,0.14430014430014437,0.05895230648944483,0.1282051282051282,0.08190695403710357
