,date,AES,LNT,AEE,AEP,AWK,ATO,CNP,CMS,ED,D,DTE,DUK,EIX,ETR,ES,EXC,FE,NEE,NI,NRG,PNW,PPL,PEG,SRE,SO,WEC,XEL,sum
10,2016-11-15,-0.009442060085837034,-0.03741315293405467,0.0020337604230222794,-0.061849163774061244,-0.019575633127994374,-0.006949270326615742,0.034222222222222154,-0.037081627738983824,-0.046995273463875775,-0.04324469513832929,-0.009545020680878147,-0.03360061092019839,-0.04220689655172416,-0.04587793688308095,-0.030510355029585767,-0.03577871316897163,-0.04123095309232139,-0.08626578759234249,-0.019247985675917678,0.07996237064910616,-0.009760663190266139,-0.022352941176470575,-0.0004836759371221744,-0.07439198855507867,-0.04239302694136282,-0.05023923444976086,-0.03940283896231034,-0.036351801591731125
11,2016-11-16,-0.025751072961373467,-0.04382683858480907,-0.014236322961155179,-0.06926475228778795,-0.015058179329226484,-0.00931202223766503,0.03200000000000003,-0.03876715627257399,-0.056853477380148454,-0.04579640075208158,-0.024710997984940253,-0.05854651902761865,-0.05048275862068963,-0.05296816349228417,-0.03901627218934911,-0.04990980156343949,-0.047804003585300237,-0.09214393518150765,-0.02641002685765448,0.052681091251175705,-0.013905602353255886,-0.03323529411764714,-0.016203143893591343,-0.06237482117310433,-0.040610142630744805,-0.05775803144224201,-0.04527655408712683,-0.042979151388828796
12,2016-11-17,-0.018884120171673846,-0.043025144580979835,-0.0134228187919464,-0.07131587251498905,-0.017248459958932094,-0.009451007644197484,0.03200000000000003,-0.04237900313026721,-0.05415259959486818,-0.04606500134300284,-0.02768055997454666,-0.05981926944126248,-0.05255172413793108,-0.052134019185319014,-0.03476331360946738,-0.05321707757065541,-0.04511502838362702,-0.08825164826435772,-0.03267681289167412,0.05832549388523045,-0.013905602353255886,-0.034411764705882364,-0.015235792019347105,-0.050739151168335606,-0.059033280507131525,-0.05109364319890641,-0.04552129221732748,-0.042518919284531886
13,2016-11-18,-0.02145922746781115,-0.04756814853340963,-0.01403294691885304,-0.07794256863363846,-0.016700889801505858,-0.00444753300903411,0.03733333333333322,-0.043582952082831694,-0.06103983794733281,-0.044453397797475036,-0.03255912610032885,-0.06325569555810107,-0.05586206896551715,-0.056999860975949,-0.04178994082840237,-0.04600120264582075,-0.06184642963848219,-0.09373262371911983,-0.028200537153088567,0.054562558795860694,-0.020457280385078214,-0.034117647058823475,-0.02442563482466742,-0.04797329518359561,-0.06636291600633903,-0.05109364319890641,-0.048702887909936377,-0.04533948666639731
14,2016-11-21,-0.008583690987124415,-0.0424906640957442,-0.006711409395973145,-0.06405806248027768,-0.008350444900752874,0.012369701181375925,0.045333333333333226,-0.032506621719239126,-0.053342336259284306,-0.029680365296803624,-0.021317212853961265,-0.05269186712485663,-0.044413793103448285,-0.04879744195745872,-0.03476331360946738,-0.023451593505712576,-0.04660890349566771,-0.09166732862022409,-0.020143240823634723,0.08372530573847592,-0.009225832330525652,-0.01941176470588224,-0.00846432889963733,-0.04902241297091081,-0.058240887480190184,-0.04289131920710876,-0.03720019579050404,-0.035700899656559426
15,2016-11-22,-0.02060085836909875,-0.034473563713307565,0.005287777099857616,-0.06642473966550966,0.014921286789870036,0.005976372480889447,0.04977777777777792,-0.024078979051288196,-0.050371370695476037,-0.017056137523502546,-0.004878566125782191,-0.05969199439989814,-0.038206896551724046,-0.04893646600861967,-0.03014053254437865,-0.0240529164161154,-0.04690767851807587,-0.09579791881801569,-0.022829006266786078,0.026340545625587852,0.0036101083032491488,-0.020000000000000018,-0.00241837968561065,-0.0444444444444444,-0.05705229793977806,-0.032980177717019776,-0.038423886441507626,-0.03163770447538372
16,2016-11-23,-0.026609442060085864,-0.04462855931266252,-0.0020337604230221684,-0.0719469864310508,-0.007665982203969968,-0.005559416261292638,0.04933333333333323,-0.043582952082831694,-0.060769750168804815,-0.021353746978243215,-0.017287093010923793,-0.06401934580628721,-0.0484137931034484,-0.05296816349228417,-0.043269230769230727,-0.028562838244136968,-0.05915745443680909,-0.09905473032012069,-0.031333930170098445,0.0376293508936969,-0.011097740339617745,-0.03499999999999992,-0.014752116082224931,-0.05884597043395312,-0.0643819334389858,-0.04784688995215314,-0.0511502692119431,-0.04165105113342815
17,2016-11-25,-0.0017167381974249052,-0.02859435854778869,0.016676835468781848,-0.05774692331965925,0.017932922655715222,0.013064628214037421,0.0644444444444443,-0.022393450517698033,-0.04577987846049969,-0.006849315068493067,-0.002757450418920393,-0.05371006745577189,-0.0377931034482758,-0.03336577227860427,-0.027551775147928947,-0.020444978953698123,-0.03973707798028081,-0.08841051711811898,-0.008952551477171,0.03010348071495761,0.007353924321433336,-0.020000000000000018,0.002418379685610761,-0.05140677157844542,-0.05348652931854192,-0.03349282296650724,-0.032794909446891785,-0.02670006638936462
18,2016-11-28,0.02489270386266096,-0.008818821110290198,0.03884482407972323,-0.039129062795834724,0.025325119780972072,0.010423905489923557,0.07422222222222219,-0.00024078979051278537,-0.018906144496961375,0.009535320977706263,0.016014423586806492,-0.03169148529973265,-0.016965517241379402,-0.01876824690671497,-0.004437869822485063,0.003908598917618855,-0.026292201971915063,-0.07617761537850509,-0.005819158460161122,0.08654750705550329,0.02460221954806774,0.004411764705882337,0.035066505441354145,-0.03433476394849777,-0.04298732171156883,-0.008202323991797766,-0.013215859030836996,-0.009033709008318458
19,2016-11-29,0.019742489270386354,-0.004543030676454007,0.03579418344519003,-0.03329125907226249,0.04010951403148533,0.030576789437109175,0.07066666666666666,0.007464483505899455,-0.018906144496961375,0.02215954875100734,0.016014423586806492,-0.02800050910016527,-0.018620689655172384,-0.007368274711525125,-0.006102071005917087,0.012026458208057589,-0.027487302061547703,-0.06847247597108586,0.0013428827215757888,0.06396989651928497,0.025270758122743597,0.005588235294117672,0.036033857315598494,-0.03414401525989508,-0.04298732171156883,-0.00837320574162681,-0.009055310817425277,-0.0048521669448794436
20,2016-11-30,-0.017167381974249052,-0.04008552863620829,-0.0010168802115111397,-0.06831808141369522,-0.007939767282683086,-0.011535788742182085,0.06044444444444452,-0.03154346255718765,-0.057798784604996656,-0.015713134568895892,-0.0127266942411709,-0.06109201985490642,-0.051448275862069015,-0.04448769637147232,-0.045488165680473425,-0.022549609140108284,-0.06513295488497162,-0.09262054174279133,-0.01790510295434189,0.06679209783631213,-0.011498863484423083,-0.01588235294117646,-0.0009673518742442377,-0.0481640438721983,-0.07250396196513464,-0.04289131920710876,-0.04527655408712683,-0.03752210709990589
21,2016-12-01,-0.05321888412017173,-0.051042244963416694,-0.005287777099857727,-0.08236036604607144,-0.01820670773442845,-0.024878387769284305,0.057777777777777706,-0.04430532145437038,-0.0618501012829169,-0.022965350523771022,-0.0072117934033302245,-0.07407407407407396,-0.054344827586206845,-0.042402335604059704,-0.055103550295857895,-0.03277209861695718,-0.07409620555721541,-0.10278814838350936,-0.028200537153088567,0.04515522107243641,-0.02219548067923538,-0.026470588235294024,-0.007496977025393092,-0.05245588936576062,-0.07706022187004746,-0.05365686944634318,-0.05677924620655894,-0.045240864702827954
22,2016-12-02,-0.040343347639484994,-0.0382148736619079,0.009965426072808592,-0.07384032817923636,-0.007255304585900069,-0.0066712995135511655,0.07111111111111112,-0.038285576691548306,-0.058879135719108744,-0.00913242009132409,0.00890868596881944,-0.06554664630265994,-0.04275862068965508,-0.03684137355762551,-0.044378698224852076,-0.007516536380036132,-0.08664475649835668,-0.09119072205894041,-0.029095792300805612,0.05738476011288807,-0.016713464366893915,-0.01941176470588224,-0.00241837968561065,-0.04721030042918439,-0.07369255150554677,-0.04921394395078604,-0.05188448360254516,-0.0361216852108448
23,2016-12-05,-0.026609442060085864,-0.03607697844499003,-0.00020337604230236117,-0.06595140422846324,-0.007255304585900069,-0.011118832522585054,0.06577777777777771,-0.03876715627257399,-0.05847400405131664,-0.013161428955143606,0.008378407042104019,-0.06312842051673662,-0.03806896551724148,-0.0354511330460171,-0.03975591715976334,0.0018039687312088049,-0.08873618165521358,-0.08650409087298438,-0.031333930170098445,0.1015992474129821,-0.012969648348709839,-0.022058823529411797,0.009431680773881457,-0.05665236051502143,-0.07151347068145797,-0.0483595352016406,-0.05066079295154191,-0.035142047561118606
24,2016-12-06,-0.02746781115879826,-0.0358097382023721,0.0034573927191376974,-0.06169138529504581,-0.01136208076659817,-0.012369701181375925,0.05688888888888899,-0.03876715627257399,-0.06617150573936514,-0.023502551705613772,0.009545020680878036,-0.05994654448262693,-0.05034482758620695,-0.037119421659947194,-0.03827662721893488,-0.006313890559230373,-0.09262025694651921,-0.08848995154499961,-0.03894359892569388,0.11194731890874876,-0.0030752774435085506,-0.027058823529411802,0.0007255139056832061,-0.059036719122556036,-0.07032488114104596,-0.05297334244702667,-0.0511502692119431,-0.03713419794421957
25,2016-12-07,-0.0025751072961374133,-0.025387502360399328,0.014439699003457429,-0.04938466393183971,-0.005338809034907577,0.005003474635163263,0.07066666666666666,-0.02311581988923672,-0.04915597569209995,-0.012892828364222342,0.02768055997454666,-0.04963726613211139,-0.03986206896551725,-0.020714583622966853,-0.02052514792899407,0.008117859290438956,-0.10188228264117116,-0.06521566446898086,-0.03446732318710832,0.12417685794920019,0.0042786468779247855,-0.026470588235294024,0.007738814993954124,-0.05083452551263712,-0.06596671949286848,-0.03776486671223511,-0.03695545766030339,-0.024734215678697602
26,2016-12-08,0.016309012875536544,-0.026189223088252778,0.01321944274964415,-0.050489113284947984,0.0,0.015983321751215973,0.068888888888889,-0.022152660727185247,-0.04686022957461178,-0.012892828364222342,0.020150599215187137,-0.048873615883925026,-0.04220689655172416,-0.021131655776449487,-0.014423076923076983,0.028262176788935722,-0.0878398565879892,-0.07164985304631022,-0.028200537153088567,0.1721542803386642,0.004679770022730345,-0.026176470588235357,0.021765417170495738,-0.05026227944682882,-0.06081616481774965,-0.0350307587149693,-0.03940283896231034,-0.022847261355430137
27,2016-12-09,0.023175965665235942,-0.015766987246280117,0.031726662599145694,-0.03770905648469547,-0.000410677618069788,0.01779013203613622,0.08577777777777773,-0.009872381411028308,-0.035246455097906804,0.0009401020682247019,0.03351362816841652,-0.035000636375206784,-0.03489655172413797,-0.01626581398581961,-0.00591715976331364,0.04930847865303667,-0.08186435613982668,-0.07466836126777354,-0.02506714413607869,0.2097836312323611,0.01871908009092116,-0.014411764705882457,0.03264812575574361,-0.039484978540772486,-0.05031695721077656,-0.02323991797676017,-0.02471855115026922,-0.013248124182980492
28,2016-12-12,0.03090128755364807,-0.005611991646925163,0.044132601179581066,-0.022562322499211085,0.009445585215605679,0.028075052119527433,0.08933333333333349,0.0045750060197446984,-0.016610398379473423,0.013430029546064981,0.043801039346696324,-0.026600483645157103,-0.028275862068965485,-0.005143889892951559,0.0038831360946744997,0.037582681900180326,-0.07200478040035851,-0.06704265628723483,-0.020590868397493356,0.18532455315145802,0.031421313009760476,-0.0017647058823530015,0.03917775090689224,-0.017739628040057243,-0.03486529318541998,-0.009911141490088982,-0.009544787077826689,-0.0022156906952964794
29,2016-12-13,0.04635193133047211,0.0024051087355116962,0.055928411633109576,-0.01057115809403597,0.015058179329226595,0.027797081306462745,0.09244444444444433,0.0,-0.010398379473328778,0.020010744023637006,0.04899777282850759,-0.015909380170548548,-0.018344827586206924,0.01112192409286794,0.00869082840236679,0.06614552014431752,-0.0555721541679115,-0.054571451266979154,-0.01074306177260509,0.2031984948259642,0.04519320764808121,0.006176470588235228,0.048125755743651855,-0.00839294229852161,-0.025554675118858894,-0.0034176349965824304,-0.0034263338228096574,0.006824593066761642
30,2016-12-14,0.02489270386266096,-0.021378952169181065,0.031116534472239277,-0.026506784474597644,-0.015195071868583154,0.006393328700486256,0.07466666666666666,-0.017096075126414645,-0.03835246455097907,-0.004566210045661934,0.02778661575988961,-0.03869161257477394,-0.04013793103448271,-0.0036146253301821973,-0.0186760355029586,0.05502104630186433,-0.06513295488497162,-0.07832234490428147,-0.0304386750223814,0.17403574788334897,0.01577751036234787,-0.006470588235294117,0.03288996372430475,-0.04005722460658068,-0.03961965134706813,-0.027511961722488154,-0.0200685266764562,-0.015430940452103914
31,2016-12-15,0.012875536480686733,-0.010956716327208404,0.03925157616432773,-0.02003786683496378,-0.014647501711156696,0.01459346768589298,0.08044444444444432,-0.015169756802311696,-0.03106009453072245,0.00147730325006723,0.025453388482341577,-0.03232786050655456,-0.03186206896551724,0.006395106353399127,-0.007396449704141994,0.07426337943475647,-0.06423662981774725,-0.07037890221622045,-0.014771709937332012,0.18344308560677325,0.014173017783125852,0.004411764705882337,0.0386940749697704,-0.038912732474964185,-0.0400158478605388,-0.02358168147641837,-0.01566324033284383,-0.010026496165523646
32,2016-12-16,0.008583690987124415,0.005077484437665314,0.04942037827943868,-0.008993373303881391,-0.00232717316906228,0.030715774843641297,0.0795555555555556,-0.0007223693715386892,-0.018501012829169383,0.018936341659951728,0.04146781206914829,-0.025200458190148822,-0.010758620689655163,0.017238982343945386,0.009060650887573907,0.073962717979555,-0.05049297878697334,-0.055524664389546396,-0.013876454789614967,0.1571025399811854,0.02513705040780856,0.018529411764705905,0.06384522370012102,-0.025846447305674758,-0.030903328050713053,-0.00871496924128512,-0.004160548213411719,0.0027679693519491178
33,2016-12-19,0.016309012875536544,0.009353274871501505,0.05531828350620294,-0.006942253076680394,0.003559206023271866,0.0300208478109798,0.08711111111111114,0.008668432458463826,-0.013639432815664931,0.02753156056943351,0.04231625835189301,-0.01832760595647187,-0.01227586206896547,0.017378006395106338,0.018306213017751594,0.0748647023451594,-0.054377054078279086,-0.05298276272936697,-0.0004476275738586333,0.20884289746001872,0.03088648215001988,0.017058823529411793,0.0561064087061669,-0.01268478779208393,-0.027535657686212245,-0.0061517429938483525,-0.0024473813020068347,0.007061282228961296
34,2016-12-20,0.02489270386266096,0.010154995599354955,0.06141956477526933,-0.0026822341432628516,0.001916495550992492,0.03432939541348157,0.09600000000000009,0.004334216229231913,-0.008237677245104602,0.02753156056943351,0.04592215505355823,-0.015527555046455421,-0.005379310344827637,0.018073126650910654,0.021819526627218977,0.06614552014431752,-0.06513295488497162,-0.05234728731432203,-0.005819158460161122,0.17591721542803374,0.031421313009760476,0.014705882352941124,0.05852478839177744,-0.01669051025274204,-0.025356576862123448,-0.0011961722488038617,0.002936857562408246,0.008264462163309672
35,2016-12-21,0.02832618025751077,0.007215379654583298,0.056538539760016215,-0.009151151782896938,-0.003422313483915085,0.032244614315496856,0.0955555555555554,0.0007223693715385782,-0.012559081701552954,0.023905452591995724,0.04157386785449124,-0.01998218149420894,-0.010482758620689703,0.01348533296260257,0.016087278106508895,0.056524353577871445,-0.06124887959366587,-0.05790769719596478,-0.0004476275738586333,0.16368767638758208,0.030351651290279502,0.012647058823529456,0.054171704957678424,-0.028707677634716156,-0.024564183835182107,-0.001025290498974707,0.0012236906510032508,0.004128942718571782
36,2016-12-22,0.011158798283261717,0.010422209117948444,0.06589383770591817,-0.0022088987062164334,-0.008350444900752874,0.03766504517025693,0.10400000000000009,0.0014447387430773784,-0.007427413909520508,0.029143164114961095,0.04475554141478422,-0.010182003309151089,-0.005103448275862177,0.017378006395106338,0.025147928994082802,0.06163559831629595,-0.06722438004182851,-0.055524664389546396,0.004028648164726922,0.14111006585136399,0.03757186789677758,0.013529411764706012,0.05634824667472782,-0.02594182164997616,-0.022187004754358086,0.0032467532467532756,-0.004650024473813019,0.007600411378134053
37,2016-12-23,0.006866952789699621,0.011758410331037306,0.06670734187512717,-0.0033133480593247056,-0.001368925393565923,0.03697011813759543,0.1035555555555554,0.004093426438719128,-0.005671843349088435,0.030754767660488902,0.0471948244776752,-0.012091128929616723,-0.008275862068965467,0.013346308911441618,0.02551775147928992,0.06133493686109448,-0.06573050492978783,-0.05290332830248623,-0.0017905102954342,0.16086547507055493,0.038374114186388475,0.008529411764705896,0.05634824667472782,-0.03032904148783966,-0.022781299524564202,0.003588516746411363,-0.004650024473813019,0.007751630714144753
38,2016-12-27,0.018025751072961338,0.015499720279638085,0.06894447834045159,-0.0039444619753865595,0.000410677618069899,0.038637943015983334,0.10044444444444456,0.0038526366482061203,-0.004051316677920247,0.029680365296803846,0.04624032240958753,-0.013872979508718242,-0.007724137931034547,0.015014597525371931,0.024038461538461675,0.06434155141310893,-0.06543172990737967,-0.05274445944872508,-0.004923903312443967,0.18532455315145802,0.040914560770156205,0.006176470588235228,0.059250302297460644,-0.034525512637100575,-0.023375594294770208,0.0008544087491455521,-0.003181595692609007,0.00800147004129892
39,2016-12-28,-0.0008583690987123971,0.003206829463365146,0.05389465121008752,-0.015620069422530802,-0.014647501711156696,0.024183460736622475,0.0862222222222222,-0.005538165181796395,-0.013234301147873162,0.02511415525114158,0.038604305864884836,-0.0196003563701157,-0.018620689655172384,0.0008341443069650456,0.01183431952662728,0.05832832230908003,-0.07857783089333725,-0.057510525061561624,-0.017457475380483478,0.16933207902163683,0.028613450996122447,-0.004117647058823559,0.04981862152357919,-0.0470195517405817,-0.031299524564183834,-0.010594668489405379,-0.013950073421439058,-0.002412935937386007
40,2016-12-29,0.0042918454935620964,0.020577231441327726,0.06894447834045159,-0.0015777847901546904,-0.00451745379876789,0.037526059763724806,0.09911111111111115,0.0057789549723092914,0.00027008777852799426,0.033977974751544515,0.04920988439919394,-0.00700012727504129,-0.003034482758620727,0.02182677603225347,0.02755177514792906,0.073962717979555,-0.07021213026590967,-0.045357057748828256,-0.004476275738585556,0.16556914393226707,0.04626286936756241,0.00764705882352934,0.06529625151148721,-0.03681449690033378,-0.021988906497622862,0.005639097744360777,0.0019579050416054233,0.010749715789504233
41,2016-12-30,-0.0025751072961374133,0.01256010433486665,0.06691071791742931,-0.006626696118649411,-0.009445585215605679,0.030576789437109175,0.09511111111111115,0.0021671081146159565,-0.004996623902768227,0.028605962933118567,0.04475554141478422,-0.012091128929616723,-0.00703448275862073,0.021409703878770836,0.021264792899408302,0.06704750450992192,-0.07469375560203162,-0.051076336484232265,-0.008952551477171,0.15333960489181542,0.04332129963898912,0.0014705882352941124,0.06118500604594934,-0.04015259895088219,-0.025554675118858894,0.0022214627477785687,-0.003915810083210847,0.006101366868028313
42,2017-01-03,0.0008583690987125081,0.013629065305337695,0.06528370957901153,-0.009782265698958681,-0.010951403148528382,0.03613620569840159,0.0928888888888888,0.0,-0.005671843349088435,0.024039752887456523,0.04157386785449124,-0.010691103474608443,-0.010344827586206917,0.014041429167245711,0.01849112426035493,0.05802766085387856,-0.07529130564684794,-0.05695448407339743,-0.006714413607878167,0.1571025399811854,0.03382805187859317,0.0008823529411765563,0.049334945586457124,-0.035479256080114485,-0.02852614896988903,-0.0005126452494873535,-0.005873715124816492,0.003708156506810889
43,2017-01-04,-0.007725321888412018,0.019775510713474276,0.06650396583282481,-0.008362259387819537,-0.003285420944558415,0.041973592772758694,0.10266666666666668,0.005538165181796284,-0.0066171505739364145,0.023099650819232043,0.044331318273411746,-0.011709303805523597,-0.0019310344827586645,0.018490198804393065,0.022004437869822535,0.06704750450992192,-0.07469375560203162,-0.05417427913257611,0.0008952551477170445,0.2257761053621823,0.03957748362080493,0.002941176470588225,0.05659008464328896,-0.027181688125894055,-0.029516640253565707,0.0071770334928229484,-0.001468428781204123,0.00810666478618205
44,2017-01-05,-0.02060085836909875,0.01843933622440952,0.07179174293268265,-0.002997791101293834,-0.001642710472279152,0.03683113273106309,0.10266666666666668,0.011076330363592568,-0.004456448345712349,0.024442653773838474,0.04571004348287189,-0.010436553391879766,-0.0055172413793104225,0.014875573474210979,0.022189349112426093,0.06734816596512339,-0.07827905587092909,-0.054730320120740306,0.015219337511190645,0.249294449670743,0.0481347773766545,0.008823529411764675,0.058282950423216295,-0.02947067238912726,-0.02654516640253557,0.008544087491455965,-0.001468428781204123,0.009191499810692783
45,2017-01-06,0.014592274678111528,0.010154995599354955,0.0799267846247711,-0.0037866834963711238,-0.002874743326488627,0.03085476025017364,0.12711111111111117,0.014928967011798688,-0.0014854827819040795,0.03276927209239866,0.04846749390179217,-0.013745704467353903,-0.01117241379310352,0.018212150702071384,0.021819526627218977,0.08478653036680694,-0.06991335524350162,-0.057510525061561624,0.0008952551477170445,0.2568203198494825,0.049471854526006,0.016470588235294237,0.06892382103990324,-0.018407248450166835,-0.029120443740095037,0.004442925495557137,0.001468428781204123,0.01134144691344563
46,2017-01-09,-0.010300429184549431,-0.003741336672624773,0.057352043929225216,-0.01688229725465451,-0.02327173169062291,0.017512161223071532,0.10577777777777775,0.001203948952564371,-0.017420661715057295,0.01692183722804197,0.038074026938169414,-0.024564082983326907,-0.020413793103448374,-0.011678020297511527,0.009060650887573907,0.0604329524954903,-0.07349865551239909,-0.05989355786798001,-0.0125335720680394,0.26716839134524917,0.03262468244417693,0.006470588235294006,0.05247883917775087,-0.033094897472579876,-0.03862916006339134,-0.009227614490772473,-0.013705335291238407,-0.002524704778533504
47,2017-01-10,-0.02746781115879826,-0.004810270919071935,0.056945291844620716,-0.019880088355948344,-0.03189596167008901,0.01862404447533006,0.10888888888888881,-0.0004815795810257928,-0.019041188386225483,0.013027128659683251,0.033301516597730396,-0.026345933562428314,-0.019172413793103416,-0.009592659530098913,0.0036982248520711636,0.05411906193625993,-0.09262025694651921,-0.05806656604972593,-0.01790510295434189,0.2812793979303856,0.03128760529482544,-0.0017647058823530015,0.05102781136638446,-0.03614687649022408,-0.04160063391442148,-0.0071770334928229484,-0.013950073421439058,-0.0047864194074831445
48,2017-01-11,0.010300429184549209,0.008818794386266093,0.06162294081757169,-0.00315556958030927,-0.03394934976043806,0.029742876997915335,0.12977777777777777,0.010113171201541205,-0.01377447670492904,0.015713134568896114,0.04369498356135315,-0.01870943108056511,-0.005103448275862177,-0.0031975531766996745,0.018121301775148035,0.06404088995790747,-0.08186435613982668,-0.05147350861863531,-0.009847806624888045,0.326434619002822,0.03917636047599937,0.007058823529411784,0.06505441354292629,-0.02594182164997616,-0.034469096671949195,0.0022214627477785687,-0.004160548213411719,0.004589174822869024
