,date,ARE,AMT,AIV,AVB,BXP,CCI,DLR,DRE,EQIX,EQR,ESS,EXR,FRT,HCP,HST,IRM,KIM,MAC,MAA,PLD,PSA,O,REG,SBAC,SPG,SLG,UDR,VTR,VNO,WY,sum
0,2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2016-11-02,-0.02608290638099675,-0.019452887537994012,0.006876002750401122,0.001831501831501825,-0.023988389960730716,-0.022681787858572333,-0.01748719091111617,-0.018124518973586135,-0.004428978171464593,0.0008220979940809503,0.010033288011627395,0.00364861072130207,-0.00958556526642218,-0.04069576632753524,-0.0013106135711767886,-0.0319565872776606,-0.023975251353441696,-0.022707423580786035,0.003795272175233011,-0.018314296967309907,-0.00223604899863894,-0.017838586768271547,-0.02161239869188103,-0.031202092163405082,-0.019481582537516973,-0.014859147662779848,-0.008347725964306218,-0.02916794596254224,-0.03090167182706005,-0.019073569482288777,-0.011750609253969424
2,2016-11-03,-0.04517931998136926,-0.016326530612244983,0.002750401100160449,0.007975895072669381,-0.026207956291616985,-0.025239048254391827,-0.012029405212742206,-0.027186758157481172,-0.02588363866440424,0.007892140743176457,0.02372356884992266,-0.011787819253438192,-0.032210318579080854,-0.059074499507712375,-0.028178257680018803,-0.032258064516129004,-0.03325599381283839,-0.02343522561863176,0.015831706788115518,-0.029539188656951598,-0.009527513124635512,-0.020609629373051663,-0.011943694013934358,-0.026602939850302154,-0.021391541609822595,-0.027654524816840276,-0.00921128382268277,-0.05066011667178383,-0.04282088381125393,-0.024523160762942697,-0.016943199707163292
3,2016-11-04,-0.040521658127619875,-0.018844984802431575,0.016044006417602397,0.013883965496868766,-0.009049001195151174,-0.023682454969979894,0.011695255067943888,-0.02679276011646725,-0.020678151333007433,0.012660309108845746,0.03206901401847251,0.005613247263541732,-0.025655483507189047,-0.0311782080735149,-0.006553067855884165,-0.02200783840820031,-0.030162412993039456,-0.0164483260553131,0.020928215137714146,-0.028357621110673414,-0.0013610733035193112,-0.006234845860755067,-0.014360870183421137,-0.04418793398863741,-0.016207366984993143,-0.008874213187493596,-0.004893494530800235,-0.02640466687135401,-0.02637678933652743,-0.024182561307901973,-0.009592867191176024
4,2016-11-07,-0.012296227293898454,0.00034737299174980585,0.013064405225762021,0.00862578281933124,0.0074270104148881355,-0.010006671114075938,0.03931833370461124,-0.011426308641571237,0.006988582439389157,0.012989148306478127,0.0316001687842844,0.039713724389559335,-0.0008457851705666597,-0.006892024942566355,0.029488871251195814,0.0036177268616217617,-0.014307811291569994,0.00887918486171757,0.018651051832574206,0.0007877116975187892,0.029214466264825933,0.012296501558711537,-0.004265605004976525,-0.029759220849490453,-0.0072032742155524465,0.017748426374987192,-0.0023028209556708035,-0.012434755910346929,-0.014126482061114887,-0.0023841961852860694,0.00723735422713756
5,2016-11-08,-0.002515137401024603,0.006773773339122879,0.02819161127664449,0.021623537752569977,0.008024585965511255,-0.0015565932844118224,0.0568055246157273,0.004334140874338477,0.024560697132668174,0.028773429792831262,0.04425899010736556,0.05781644681448195,0.001903016633775012,-0.024942566458811877,0.04652684767649462,0.01567681640036156,0.005413766434648082,-0.0030567685589520943,0.03263934070700514,0.005317053958251217,0.05181800505541512,0.020782819535850372,-0.0005687473339968108,-0.01749481468121561,0.0,0.012795377154060539,0.010650546919976911,-0.03147067853853236,-0.014126482061114887,0.0006811989100816707,0.01679704476710886
6,2016-11-09,0.015929203539823078,-0.05149804602692143,-0.002292000916800374,0.0002363228169681708,0.005634283763018555,-0.046808983766955636,0.016150590331922565,-0.027186758157481172,0.0006327111673520847,0.007563301545544299,0.016362698673167975,0.0663766488913835,-0.020016915703411353,-0.053823432884804734,0.05570114267473247,-0.011757612300271392,-0.014694508894044778,-0.014119359534206732,0.016590761223161943,-0.043324143363528966,0.05706785922613267,-0.03671631451333568,-0.023745201194369403,-0.06610154206871677,-0.013478854024556619,0.026003508409864873,-0.00777202072538874,-0.07092416334049734,-0.00242799571899055,0.011239782016348787,-0.0029137819857396607
7,2016-11-10,-0.013227759664648175,-0.0819800260529745,-0.03094201237680494,-0.016129032258064502,0.04413522281031246,-0.07827440515899475,-0.017264424147917068,-0.06816389441420989,-0.04863248109056384,-0.013811246300559077,0.000562614281025775,0.030592197586303493,-0.03453622779813936,-0.0830324909747292,0.053079915532378674,-0.05155260777811277,-0.007733952049497228,0.009606986899563186,-0.0071567989590110015,-0.07424182749113828,0.043846004277658945,-0.05992379632836853,-0.030854542869330315,-0.09820542880331862,-0.005238744884038193,0.05014962336188211,-0.031951640759930844,-0.11175928768805654,0.020306800039051387,-0.006471389645776537,-0.020626285857751947
8,2016-11-11,-0.026921285514671656,-0.0819800260529745,-0.03804721521888621,-0.009452912678719061,0.045757213590575274,-0.08550144540804983,-0.02060592559590102,-0.07880220697375317,-0.06516925023726661,-0.012660309108845857,0.009564442777439286,0.03508279539713732,-0.03192839018889204,-0.07778142435182134,0.07994755964122113,-0.049140789870364854,-0.011214230471771058,0.01601164483260553,-0.005313381045326304,-0.08664828672705782,0.04112385767062032,-0.05801870453758229,-0.02402957486136781,-0.10704301560104612,-0.0034924965893586846,0.06810442678774131,-0.020437535981577493,-0.09809640773718142,0.049773748364547066,-0.022479564032697574,-0.02066737852219147
9,2016-11-14,-0.01034000931532375,-0.10924880590534092,-0.019023607609443216,0.011461656622946848,0.0762335666723577,-0.08839226150767177,0.0021162842503898993,-0.06816389441420989,-0.05035805700152418,0.002959552778691199,0.03225655211214784,0.05037889419028896,-0.02043980828869474,-0.03511650804069577,0.13892530214361254,-0.04522158577027435,0.011600928074245953,0.04861717612809313,0.005204944697462688,-0.05829066561638441,0.05215827338129486,-0.03671631451333568,-0.006682781174463193,-0.1260708810532961,0.01276944065484309,0.10814157465689811,0.006908462867011966,-0.06309487258213076,0.08475885139800132,0.011920980926430458,-0.004402699575499547
10,2016-11-15,-0.006986492780624132,-0.1012592270950935,-0.059592023836809616,-0.024400330851943708,0.06300153662284447,-0.07949744273960413,0.00924482067275556,-0.059495653271328885,-0.032699663512697374,-0.024991779020059224,0.007032678512822965,0.029890541678360805,-0.027347053848322478,-0.03478831637676394,0.12188725981859672,-0.04069942719324693,0.008120649651972123,0.02736535662299855,-0.02407286922576446,-0.05395825128003151,0.031110246937585018,-0.035850363699341914,-0.04862789705673254,-0.12471818919650102,0.0053478854024555655,0.09493344340109378,-0.02792170408750716,-0.0667792447037151,0.06345877914152376,0.032016348773842074,-0.013609060702180154
11,2016-11-16,-0.004191895668374412,-0.08441163699522358,-0.06578042631217063,-0.015183740990192596,0.04797677992146143,-0.053924838781409745,-0.007128536422365772,-0.05516155300278658,-0.0337350090592734,-0.014633344294639916,0.009236251113507343,0.008560202076901557,-0.026148858190019775,-0.03774204135214965,0.11271296482035864,-0.028037383177570097,0.010054137664346596,0.013391557496361006,-0.013988288874430599,-0.05198897203623476,0.012103830449154307,-0.027537235885001787,-0.04962320489122696,-0.10505906754441341,-0.0016916780354706562,0.07336704158497565,-0.02619458837075428,-0.07000307031010133,0.05076702058197302,0.026566757493188042,-0.014854637237882273
12,2016-11-17,-0.00037261294829993297,-0.08345636126791145,-0.07403162961265197,-0.030544724093111153,0.038586306983097174,-0.05370246831220815,-0.024949877478280147,-0.06501182887450563,-0.04765465474101982,-0.03008878658336067,-0.0028130714051290973,-0.010524838619141219,-0.0318579080913447,-0.05612077453232678,0.0937090680382946,-0.035272836900814064,-0.00966744006187159,0.008005822416302655,-0.02743439600954245,-0.054352107128790794,-0.0053956834532373765,-0.04970557672324216,-0.07038248258211299,-0.09252412300477952,-0.014024556616643924,0.0782169022804664,-0.04029936672423717,-0.08550813632176846,0.05363645392887206,0.02350136239782019,-0.024493383167435212
13,2016-11-18,0.00046576618537508274,-0.08736430742509771,-0.07288562915425167,-0.04100200874394422,0.0343179101929314,-0.05492550589281742,-0.00935620405435511,-0.04373520375541895,-0.04161513905265879,-0.030253206182176973,-0.001594073796239881,-0.00912152680325573,-0.028686213701719754,-0.058746307843780765,0.0753604121421021,-0.04883931263189634,-0.008120649651972234,0.004366812227074135,-0.034374322272825886,-0.035643954312721604,-0.008506708146995945,-0.0448562521648771,-0.06170908573866063,-0.09144196951934347,-0.013206002728512911,0.0671757300588176,-0.04576856649395522,-0.08044212465459011,0.05462972614629824,0.060286103542234404,-0.023728697205976368
14,2016-11-21,0.011178388448998655,-0.08024316109422502,-0.0859500343800137,-0.056185749734136814,0.0323544476694555,-0.05992884144985544,-0.005346402316774412,-0.03821906875803838,-0.03385004745333753,-0.03304833936205187,-0.01392470345538932,-0.03480213303396018,-0.023047645897941837,-0.059074499507712375,0.09305376125270626,-0.017485679831172662,-0.006573859242072655,0.0030567685589519833,-0.034916504012144856,-0.03682552185899968,-0.01842309935835107,-0.04589539314166957,-0.060002843736669975,-0.08359635674993238,-0.019481582537516973,0.08162212361985355,-0.04691997697179051,-0.08903899293828677,0.0440348680145195,0.07765667574931889,-0.024811917530485728
15,2016-11-22,0.034653004191895764,-0.062266608771168075,-0.068072427228971,-0.04052936311000821,0.04789141198565816,-0.05025572603958195,0.02461572733348172,-0.02915682957414356,-0.010784849443501776,-0.012495889510029556,0.004641567818463255,-0.02034802133033964,-0.008034959120383323,-0.03511650804069577,0.10943643089241673,-0.0027132951462165433,0.008894044856921912,0.008442503639010113,-0.01453047061374979,-0.02048050413548641,-0.0030138051720786097,-0.019743678559057898,-0.04834352338973402,-0.08034989629362432,-0.009113233287858069,0.09452068929934998,-0.030512377662636814,-0.0703101013202333,0.06345877914152376,0.09434604904632171,-0.007998721571268574
16,2016-11-23,0.030461108523521352,-0.0726877985236648,-0.06853082741233096,-0.05210918114143914,0.045159638039952155,-0.06426506559928846,-0.0008910670527957354,-0.025610725387628985,-0.027321618590204433,-0.026471555409404823,-0.00792348445778046,-0.022733651417344958,-0.012193402875669501,-0.03150639973744662,0.10681520375006293,-0.002110340669279509,0.008120649651972123,0.0065502183406114245,-0.014855779657341195,-0.021071287908625447,-0.004666537040637797,-0.028056806373398024,-0.05189819422721442,-0.09378663540445487,-0.013587994542974102,0.08740068104426779,-0.03886010362694303,-0.07967454712926003,0.0648934889868582,0.08344686648501365,-0.016024551414534183
17,2016-11-25,0.04294364229156966,-0.06817194963091622,-0.05890442356176939,-0.0493914687463074,0.049940242444937555,-0.05748276628863691,0.01303185564713738,-0.015760449515909825,-0.022863880820223725,-0.022854324235448864,-0.002156688077265545,-0.01655907942744883,-0.006343388779250114,-0.03971119133573997,0.11009173767800506,0.014772384684956119,0.01894818252126851,0.004657933042212514,-0.007590544350466355,-0.02126821583300509,4.8609760839868343e-05,-0.020263249047454135,-0.052040381060713736,-0.08846604743439446,-0.0106412005457025,0.08523372201011248,-0.03511801957397809,-0.07522259748234572,0.0695287411265404,0.0899182561307903,-0.011044253017576278
18,2016-11-28,0.044434094084769615,-0.07850629613547555,-0.04423561769424711,-0.03450313127732485,0.0566843093733993,-0.06215254614187238,0.019492091779906406,0.0,-0.018636219838370938,-0.013811246300559077,0.009705096347695674,-0.004350266629245092,-0.005004228925852838,-0.03577289136855921,0.1120576580347703,0.0033162496231533556,0.015081206496519783,0.003493449781659219,0.0004337453914553535,-0.0033477747144545766,0.01832587983667122,-0.024073432629026725,-0.05175600739371533,-0.10163224817386596,-0.010477489768076276,0.08234444329790525,-0.01871042026482439,-0.07276634940128957,0.08078577618452676,0.06335149863760225,-0.006479909270031836
19,2016-11-29,0.040707964601770064,-0.07902735562310037,-0.03621361448544591,-0.026586316908897567,0.06931876387228963,-0.05236824549699792,0.04143461795500114,0.01694248424474809,-0.012424146558913995,-0.005425846760933828,0.012096207042055385,-0.0057535784451306915,-0.0005638567803776251,-0.028552674762060914,0.13368284785890494,0.016882725354235628,0.006960556844547661,0.0065502183406114245,0.017241379310344973,0.012997243009058579,0.018909196966750974,-0.01731901627987531,-0.04877008389023163,-0.09991883848859229,-0.005184174624829452,0.09410793519760619,-0.015831894070236108,-0.06248081056186672,0.09369826038614648,0.06130790190735702,-0.00022322797597063015
20,2016-11-30,0.02086632510479758,-0.11185410334346513,-0.03506761402704561,-0.028181495923431332,0.057537988731432455,-0.07204803202134757,0.02840276230786354,0.001970071416662167,-0.02573984067182422,-0.013317987504110507,0.012330629659149439,-0.015436429974740484,-0.0102903862418946,-0.03085001640958307,0.16906948018039647,-0.0051251130539644585,-0.012374323279195631,-0.011790393013100475,-0.006397744523964466,0.0023631350925561456,0.017402294380711725,-0.039833737443713324,-0.04962320489122696,-0.1075840923437642,-0.019645293315143197,0.087194303993396,-0.020149683362118642,-0.07245931839115749,0.0787992454059041,0.050068119891008234,-0.011068777634892446
21,2016-12-01,-0.001769911504424737,-0.12305688232739909,-0.05202842081136838,-0.03403048564338884,0.039696090148540364,-0.09350678229931064,-0.012697705502339063,-0.009062239183895038,-0.05260130568577248,-0.018414995067411954,-0.004969759482394864,-0.02876789222565268,-0.03284465745700593,-0.06104364949130292,0.18872868374804908,-0.01959602050045217,-0.027455529775715415,-0.018777292576419358,-0.036000867490782795,-0.016345017723513156,0.01040248881975514,-0.07360581918947007,-0.06853405374662291,-0.13337541707998923,-0.03508867667121418,0.0872974925188319,-0.03914795624640177,-0.10377648142462381,0.0763712633431437,0.04257493188010897,-0.028727336518208357
22,2016-12-02,0.014811364694923279,-0.10924880590534092,-0.04263121705248685,-0.02735436606404351,0.050964657674577474,-0.08961529908828114,-0.007574069948763751,0.006698210332014787,-0.048977596272756,-0.005261427162117749,0.005673027333677139,-0.015155767611563231,-0.025303073019453115,-0.045618641286511386,0.1625163464247954,0.016581248115767222,-0.025522041763341052,-0.008296943231441145,-0.0313381045326393,-0.016345017723513156,0.01827727007583113,-0.05213023900242475,-0.0642684487416465,-0.1282351880241681,-0.02122783083219637,0.10845114023320623,-0.031088082901554515,-0.0887319619281548,0.09546407917892963,0.0575613079019075,-0.018962463733406265
23,2016-12-05,0.025337680484396774,-0.1138514980460269,-0.03965161586064647,-0.027413446768285388,0.05958681919071207,-0.0742717367133644,0.0006683002895968571,0.015760449515909825,-0.04495125248051535,0.00443932916803691,0.003235032115898484,-0.011647488071849565,-0.01712714970397522,-0.04069576632753524,0.1972476719606986,0.024118179077479596,-0.0058004640371228655,0.0014556040756912303,-0.03632617653437431,-0.0035447026388342184,0.032714369045304226,-0.05213023900242475,-0.06128252523816302,-0.11570024348453423,-0.013587994542974102,0.11680941079351981,-0.030800230282095553,-0.08335891925084438,0.10749364715604326,0.0803814713896458,-0.012635192168967246
