,date,APA,COG,CVX,XEC,CXO,COP,DVN,FANG,EOG,XOM,HAL,HP,HES,HFC,KMI,MRO,MPC,NOV,NBL,OXY,OKE,PSX,PXD,SLB,FTI,VLO,WMB,sum
0,2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2016-11-02,-0.0011758777087182981,-0.013631937682570427,-0.010236664162284081,-0.015043364801596293,-0.0016329704510109622,-0.007119889756545761,0.04934996020164495,-0.005772791634898189,-0.0024133391838525586,-0.002390914524805776,-0.006489292667099189,-0.02041457286432158,-0.015882967607105503,-0.03261296660117874,-0.024257425742574168,-0.03692539562923891,-0.03164855928200294,-0.015659254619480145,0.04836415362731161,-0.01753623188405784,-0.040568369028006535,-0.02380062305295949,-0.053600044206222,-0.011944091486658204,-0.012164073550212207,-0.017818120692553396,-0.01610080504025202,-0.014703460606488528
2,2016-11-03,-0.0673609944565765,-0.019474196689386547,-0.010236664162284081,-0.06723463043978806,0.0034214618973560373,0.0013780431786862835,0.07482090740249414,0.008169044766365374,0.010092145677929043,0.00011954572624017779,0.007570841444949128,-0.018687185929648242,-0.015882967607105503,-0.061296660117878154,-0.013366336633663378,0.06631499623210257,-0.027397260273972712,0.013780144065142386,0.061735419630156496,-0.022463768115941973,-0.0436573311367382,-0.014579439252336512,-0.043101066475106475,-0.003049555273189397,-0.032531824611032545,-0.027399562951756606,-0.004200210010500527,-0.015373938410144228
3,2016-11-04,-0.0569460776079288,-0.02385589094449847,-0.01596543951915852,-0.07813339473482228,-0.014930015552099385,-0.017914561322921463,0.06633059166887767,-0.0013070471626185354,0.007020623080298494,-0.0009563658099224215,0.0032446463335498166,-0.019786432160804,-0.029885057471264354,-0.06994106090373275,-0.01633663366336624,0.03165033911077608,-0.02621634388285321,-0.0015659254619480034,0.05490753911806534,-0.03492753623188405,-0.039332784184514025,-0.020560747663551426,-0.054484168646737,-0.010927573062261775,-0.03422913719943421,-0.027231467473525006,0.0010500525026251317,-0.02262568518126451
4,2016-11-07,-0.034940366201914985,0.0014605647517040854,0.003474830954169672,-0.06063397037378149,0.019440124416796323,0.008727606798346388,0.10957813743698597,0.02341792833024714,0.02490127248793339,0.02151823072325154,0.026173480423967055,-0.019158291457286425,-0.008568443051201746,-0.08133595284872297,-0.0014851485148513754,0.06631499623210257,0.006140765233821455,0.009708737864077666,0.06628733997155045,-0.025362318840579712,-0.009884678747940745,-0.003987538940809832,-0.041609106481737324,0.013341804320203376,-0.0531824611032532,-0.01630526138846866,0.023801190059502986,-0.0036993906885922634
5,2016-11-08,-0.04367545775239379,-0.006329113924050556,0.007607062359128447,-0.07368178678332948,0.04245723172628302,0.018144235186035917,0.11382329530379409,0.021021675198779954,0.02413339183852581,0.019844590555887498,0.019251568245727935,-0.018844221105527637,-0.0022988505747126853,-0.10805500982318272,0.010396039603960405,0.07385079125847782,-0.01228153046764291,-0.0006263701847791792,0.06458036984352789,-0.030579710144927552,0.0193574958813838,-0.004485981308411158,-0.03276786207658733,0.014485387547649387,-0.03224893917963223,-0.0226928895612708,0.044452222611130576,-0.0017526525042932395
6,2016-11-09,-0.025365362002351732,0.06913339824732234,0.010894064613072851,-0.0352291043057793,0.03172628304821168,0.05029857602204868,0.15733616343857793,0.06916457902189288,0.02490127248793339,0.031081888822474424,0.03439325113562619,-0.0018844221105527303,0.024033437826541215,0.0302554027504911,0.055445544554455495,0.12132629992464206,0.02905054322153977,0.03194487942373958,0.06913229018492184,-0.030434782608695587,0.017092257001647404,0.027414330218068494,-0.018014035475493073,0.015756035578144756,-0.002263083451202186,0.042696251470835334,0.07525376268813444,0.02012609687816158
7,2016-11-10,-0.020325886107844804,0.046738072054527846,0.012302779864763247,-0.038222426893852135,0.020606531881804058,0.02847955902618282,0.14460068983815355,0.06055985186798818,0.01612549363756033,0.04064554692169753,0.055807916937054,0.00015703517587928317,0.03740856844305118,0.02396856581532414,0.0658415841584159,0.14091936699321783,0.03495512517713739,0.05198872533667398,0.061735419630156496,-0.04753623188405798,0.010090609555189367,0.0353894080996886,-0.0085096977399568,0.01499364675984749,-0.0028288543140028155,0.058329130946377594,0.07245362268113409,0.02027901286846867
8,2016-11-11,-0.030404837896858772,0.038461538461538325,0.0015026296018030294,-0.04436257579246283,-0.013297045101088645,0.009186954524575075,0.11037410453701257,0.040082779653632494,0.002742430890741554,0.024148236700537895,0.03850313649145587,-0.023712311557788968,-0.005642633228840177,0.021218074656188524,0.022277227722772297,0.12207987942727971,0.03826169107227195,0.04415909802693396,0.028449502133712556,-0.05869565217391304,-0.01317957166392092,0.02454828660436137,-0.04906890644858264,-0.0005082592121983254,-0.0014144271570015743,0.049756261556564096,0.05355267763388172,0.0009410214788152516
9,2016-11-14,-0.010078951789013968,0.06572541382667962,0.0010330578512396382,-0.04037147900836591,-0.001477449455676516,0.01355075792374838,0.13584505173786154,0.027339069818102413,0.016673979815708728,0.019485953377166743,0.04131516331386553,0.001570351758793942,0.0045977011494253706,0.05776031434184681,0.03811881188118815,0.12509419743782968,0.02952290977798766,0.09301597243971194,0.027027027027027195,-0.0468115942028986,-0.015444810543657317,0.03875389408099683,-0.04055920870862573,0.0001270648030493593,-0.057991513437058106,0.05194150277357523,0.054952747637381893,0.007345848919001252
10,2016-11-15,0.06484125650932304,0.08471275559883162,0.023290758827948732,-0.011129019878731938,0.03880248833592548,0.039963252181901776,0.1939506500397985,0.052826489489162354,0.03740675734971477,0.037895995218170775,0.07635734371620173,0.04648241206030157,0.05726227795193317,0.06444007858546175,0.08069306930693054,0.18311981914091935,0.035191308455361225,0.1287190729721266,0.06600284495021347,-0.0073913043478262,0.02821252059308077,0.04299065420560755,-0.012377742167210104,0.03125794155019057,-0.04893917963224903,0.06152294503277855,0.08400420021001054,0.037529112852001
11,2016-11-16,0.04905089870653456,0.05550146056475169,0.017561983471074294,-0.014275846189270025,0.02255054432348369,0.019292604501607746,0.16688776863889632,0.06295610499945536,0.044537077665642855,0.025104602510460206,0.054726368159204064,0.035489949748743754,0.06206896551724128,0.0911591355599215,0.05396039603960401,0.17256970610399414,0.027161076995748656,0.10397745067334796,0.04153627311522046,-0.0010144927536230863,0.023270181219110286,0.03426791277258556,-0.013482897717853826,0.02973316391359604,-0.04639321074964642,0.06959152798789714,0.06020301015050755,0.03138306631848886
12,2016-11-17,0.03141273307576009,0.05306718597857829,0.015401953418482384,-0.034538337554685605,0.014307931570762156,0.001607717041800738,0.13743698593791454,0.06655048469665603,0.012944273804300188,0.01888822474596541,0.05126541207008439,0.05496231155778908,0.0553814002089863,0.09666011787819251,0.05841584158415847,0.1650339110776189,0.02409069437883793,0.10585656122768561,0.005405405405405572,-0.017246376811594133,0.026153212520592994,0.04461059190031147,-0.02823672431894786,0.017789072426937613,-0.06874115983026874,0.08707345772398711,0.05635281764088207,0.023119721457642184
13,2016-11-18,0.042835545103309114,0.06864654333008757,0.02554470323065372,-0.03553611175070992,0.011275272161741956,0.028020211299954134,0.1626426107720882,0.057618995752096724,0.02182974989030284,0.019485953377166743,0.06662340471555273,0.07176507537688437,0.06520376175548592,0.07465618860510803,0.07277227722772284,0.1770911831198192,0.022909777987718538,0.1027247103037896,-0.004267425320056861,-0.011304347826087024,0.03830313014827014,0.04224299065420567,-0.015361662153948186,0.016518424396442244,-0.054879773691654976,0.06555723651033785,0.05530276513825694,0.027571929329287093
