DATE,CLOSE
11/1/2016,68.63
11/2/2016,67.87
11/3/2016,68.14
11/4/2016,67.77
11/7/2016,69.23
11/8/2016,69.32
11/9/2016,70.45
11/10/2016,70.75
11/11/2016,69.46
11/14/2016,69.85
11/15/2016,71.82
11/16/2016,71.32
11/17/2016,70.84
11/18/2016,71.13
11/21/2016,72.82
11/22/2016,72.78
11/23/2016,73.08
11/25/2016,72.72
11/28/2016,71.71
11/29/2016,70.83
11/30/2016,74.43
12/1/2016,74.61
12/2/2016,74.83
12/5/2016,75.49
12/6/2016,75.35
12/7/2016,75.95
12/8/2016,76.36
12/9/2016,76.6
12/12/2016,76.96
12/13/2016,77.83
12/14/2016,76.27
12/15/2016,76.44
12/16/2016,76.51
12/19/2016,76.16
12/20/2016,75.99
12/21/2016,76.11
12/22/2016,76.42
12/23/2016,76.35
12/27/2016,76.52
12/28/2016,75.69
12/29/2016,75.54
12/30/2016,75.32
1/3/2017,76.17
1/4/2017,76.01
1/5/2017,75.82
1/6/2017,75.89
1/9/2017,74.79
1/10/2017,74.11
1/11/2017,74.91
1/12/2017,74.6
1/13/2017,74.38
1/17/2017,74.84
1/18/2017,74.67
1/19/2017,74.26
1/20/2017,74.54
1/23/2017,73.75
1/24/2017,74.56
1/25/2017,74.95
1/26/2017,75.01
1/27/2017,74.23
1/30/2017,72.87
1/31/2017,72.9
2/1/2017,72.36
2/2/2017,72.77
2/3/2017,73.4
2/6/2017,72.78
2/7/2017,71.75
2/8/2017,71.92
2/9/2017,72.73
2/10/2017,73.28
2/13/2017,73.42
2/14/2017,73.66
2/15/2017,73.37
2/16/2017,72.37
2/17/2017,71.97
2/21/2017,72.46
2/22/2017,71.36
2/23/2017,71.66
2/24/2017,70.99
2/27/2017,71.6
2/28/2017,71.38
3/1/2017,72.81
3/2/2017,72.12
3/3/2017,71.99
3/6/2017,72.15
3/7/2017,71.51
3/8/2017,69.65
3/9/2017,70.11
3/10/2017,70.01
3/13/2017,70.02
3/14/2017,69.23
3/15/2017,70.77
3/16/2017,70.27
3/17/2017,69.8
3/20/2017,69.746
3/21/2017,69.21
3/22/2017,69.11
3/23/2017,68.83
3/24/2017,68.56
3/27/2017,68.24
3/28/2017,69.21
3/29/2017,70.16
3/30/2017,70.14
3/31/2017,69.9
4/3/2017,69.78
4/4/2017,70.29
4/5/2017,70.07
4/6/2017,70.63
4/7/2017,70.36
4/10/2017,70.89
4/11/2017,70.9
4/12/2017,70.6
4/13/2017,69.31
4/17/2017,69.46
4/18/2017,68.81
4/19/2017,67.8
4/20/2017,68.13
4/21/2017,67.79
4/24/2017,68.19
4/25/2017,68.77
4/26/2017,68.54
4/27/2017,67.79
4/28/2017,67.84
5/1/2017,67.65
5/2/2017,67.31
5/3/2017,67.5
5/4/2017,66.26
5/5/2017,67.31
5/8/2017,67.79
5/9/2017,67.23
5/10/2017,68.12
5/11/2017,67.98
5/12/2017,67.75
5/15/2017,68.28
5/16/2017,67.94
5/17/2017,67.27
5/18/2017,67.25
5/19/2017,68.08
5/22/2017,67.93
5/23/2017,68.09
5/24/2017,67.73
5/25/2017,66.5
5/26/2017,66.61
5/30/2017,65.72
5/31/2017,65.44
6/1/2017,65.85
6/2/2017,65.09
6/5/2017,65.21
6/6/2017,65.98
6/7/2017,65.05
6/8/2017,64.86
6/9/2017,66.42
6/12/2017,66.89
6/13/2017,67.39
6/14/2017,66.17
6/15/2017,65.67
6/16/2017,66.3
6/19/2017,65.88
6/20/2017,65.04
6/21/2017,63.99
6/22/2017,63.95
6/23/2017,64.38
6/26/2017,64.24
6/27/2017,64.14
6/28/2017,64.49
6/29/2017,64.63
6/30/2017,64.92
7/3/2017,66.17
7/5/2017,64.83
7/6/2017,64.11
7/7/2017,64.01
7/10/2017,64.22
7/11/2017,64.57
7/12/2017,64.75
7/13/2017,65.01
7/14/2017,65.4
7/17/2017,65.32
7/18/2017,65.01
7/19/2017,65.96
7/20/2017,65.76
7/21/2017,65.11
7/24/2017,64.99
7/25/2017,65.81
7/26/2017,65.88
7/27/2017,66.55
7/28/2017,66.47
7/31/2017,66.62
8/1/2017,66.61
8/2/2017,66.36
8/3/2017,65.43
8/4/2017,65.64
8/7/2017,65.14
8/8/2017,64.99
8/9/2017,65.05
8/10/2017,64.36
8/11/2017,63.94
8/14/2017,63.75
8/15/2017,63.51
8/16/2017,62.9
8/17/2017,62.01
8/18/2017,62.32
8/21/2017,62
8/22/2017,62.41
8/23/2017,62.68
8/24/2017,62.72
8/25/2017,63
8/28/2017,62.72
8/29/2017,62.64
8/30/2017,62.67
8/31/2017,62.97
9/1/2017,63.58
9/5/2017,63.93
9/6/2017,64.97
9/7/2017,65.09
9/8/2017,64.4
9/11/2017,65.01
9/12/2017,65.41
9/13/2017,66.23
9/14/2017,66.55
9/15/2017,65.84
9/18/2017,66.12
9/19/2017,66.39
9/20/2017,66.84
9/21/2017,66.86
9/22/2017,67.2
9/25/2017,68.17
9/26/2017,68.14
9/27/2017,68.43
9/28/2017,68.49
9/29/2017,68.48
10/2/2017,68.46
10/3/2017,68.39
10/4/2017,68.34
10/5/2017,68.65
10/6/2017,68.07
10/9/2017,68.21
10/10/2017,68.27
10/11/2017,68.43
10/12/2017,68.18
10/13/2017,68.14
10/16/2017,68.29
10/17/2017,68.33
10/18/2017,67.85
10/19/2017,67.64
10/20/2017,67.77
10/23/2017,67.42
10/24/2017,67.55
10/25/2017,67.08
10/26/2017,67.22
10/27/2017,67.34
10/30/2017,67.69
10/31/2017,67.91
11/1/2017,68.68
11/2/2017,68.48
11/3/2017,68.68
11/6/2017,70.25
11/7/2017,70.16
11/8/2017,69.82
11/9/2017,70.03
11/10/2017,69.66
11/13/2017,69.26
11/14/2017,68.14
11/15/2017,67.37
11/16/2017,67.1
11/17/2017,67.43
11/20/2017,67.27
11/21/2017,67.42
11/22/2017,67.69
11/24/2017,67.88
11/27/2017,67.19
11/28/2017,67.71
11/29/2017,68.08
11/30/2017,69.1
12/1/2017,69.68
12/4/2017,69.65
12/5/2017,69.35
12/6/2017,68.45
12/7/2017,68.65
12/8/2017,69.28
12/11/2017,69.78
12/12/2017,69.59
12/13/2017,69.49
12/14/2017,69.24
12/15/2017,68.72
12/18/2017,69.25
12/19/2017,69.35
12/20/2017,70.33
12/21/2017,71.82
12/22/2017,71.97
12/26/2017,72.6
12/27/2017,72.36
12/28/2017,72.47
12/29/2017,72.26
1/2/2018,73.45
1/3/2018,74.55
1/4/2018,75
1/5/2018,74.97
1/8/2018,75.42
1/9/2018,75.23
1/10/2018,75.14
1/11/2018,76.68
1/12/2018,77.42
1/16/2018,76.44
1/17/2018,77.11
1/18/2018,76.48
1/19/2018,76.38
1/22/2018,78.03
1/23/2018,77.91
1/24/2018,77.7
1/25/2018,77.09
1/26/2018,77.51
1/29/2018,76.34
1/30/2018,74.8
1/31/2018,74.85
2/1/2018,75.62
2/2/2018,72.46
2/5/2018,69.42
2/6/2018,69.97
2/7/2018,68.8
2/8/2018,66.72
2/9/2018,66.67
2/12/2018,67.76
2/13/2018,67.48
2/14/2018,68.46
2/15/2018,68.29
2/16/2018,68.12
2/20/2018,67.75
2/21/2018,66.61
2/22/2018,67.34
2/23/2018,68.8
2/26/2018,69.21
2/27/2018,68.31
2/28/2018,66.74
3/1/2018,66.64
3/2/2018,66.95
3/5/2018,67.66
3/6/2018,67.7
3/7/2018,67.19
3/8/2018,67.17
3/9/2018,68.45
3/12/2018,68.43
3/13/2018,67.94
3/14/2018,67.54
3/15/2018,67.19
3/16/2018,67.31
3/19/2018,66.27
3/20/2018,66.83
3/21/2018,68.58
3/22/2018,67.18
3/23/2018,66.77
3/26/2018,67.97
3/27/2018,67.33
3/28/2018,66.02
3/29/2018,67.41
4/2/2018,66.06
4/3/2018,67.47
4/4/2018,67.38
4/5/2018,68.59
4/6/2018,67.35
4/9/2018,67.67
4/10/2018,69.91
4/11/2018,70.64
4/12/2018,70.63
4/13/2018,71.41
4/16/2018,72.14
4/17/2018,72.42
4/18/2018,73.56
4/19/2018,73.65
4/20/2018,73.3
4/23/2018,73.75
4/24/2018,72.96
4/25/2018,73.54
4/26/2018,74.61
4/27/2018,73.82
4/30/2018,73.81
5/1/2018,73.36
