DATE,CLOSE
9/6/2017,24.3
9/7/2017,23.88
9/8/2017,24.1
9/11/2017,24.52
9/12/2017,24.81
9/13/2017,24.85
9/14/2017,24.8
9/15/2017,24.77
9/18/2017,25.06
9/19/2017,25.25
9/20/2017,25.4
9/21/2017,25.46
9/22/2017,25.43
9/25/2017,25.4
9/26/2017,25.39
9/27/2017,25.7
9/28/2017,25.74
9/29/2017,25.86
10/2/2017,26.08
10/3/2017,26.17
10/4/2017,26.05
10/5/2017,26.32
10/6/2017,26.35
10/9/2017,26.25
10/10/2017,26.37
10/11/2017,26.32
10/12/2017,26.12
10/13/2017,26.13
10/16/2017,26.3
10/17/2017,26.17
10/18/2017,26.31
10/19/2017,26.33
10/20/2017,26.64
10/23/2017,26.62
10/24/2017,26.81
10/25/2017,26.65
10/26/2017,26.8
10/27/2017,26.78
10/30/2017,26.67
10/31/2017,26.6
11/1/2017,26.64
11/2/2017,26.89
11/3/2017,26.78
11/6/2017,26.75
11/7/2017,26.38
11/8/2017,26.25
11/9/2017,26.16
11/10/2017,26.08
11/13/2017,26.12
11/14/2017,26.11
11/15/2017,26.18
11/16/2017,26.19
11/17/2017,26.16
11/20/2017,26.28
11/21/2017,26.36
11/22/2017,26.23
11/24/2017,26.22
11/27/2017,26.2
11/28/2017,26.88
11/29/2017,27.34
11/30/2017,27.52
12/1/2017,27.58
12/4/2017,28
12/5/2017,27.85
12/6/2017,27.75
12/7/2017,27.84
12/8/2017,28.01
12/11/2017,27.94
12/12/2017,28.22
12/13/2017,27.87
12/14/2017,27.69
12/15/2017,27.81
12/18/2017,28.06
12/19/2017,27.94
12/20/2017,27.89
12/21/2017,28.13
12/22/2017,28.05
12/26/2017,27.97
12/27/2017,28
12/28/2017,28.11
12/29/2017,27.91
1/2/2018,27.92
1/3/2018,28.07
1/4/2018,28.33
1/5/2018,28.41
1/8/2018,28.37
1/9/2018,28.59
1/10/2018,28.83
1/11/2018,28.97
1/12/2018,29.23
1/16/2018,29.15
1/17/2018,29.37
1/18/2018,29.33
1/19/2018,29.54
1/22/2018,29.78
1/23/2018,29.81
1/24/2018,30.01
1/25/2018,29.95
1/26/2018,30.17
1/29/2018,30.05
1/30/2018,29.66
1/31/2018,29.74
2/1/2018,30.02
2/2/2018,29.36
2/5/2018,27.88
2/6/2018,28.39
2/7/2018,28.41
2/8/2018,27.16
2/9/2018,27.68
2/12/2018,28.07
2/13/2018,28.19
2/14/2018,28.86
2/15/2018,29.02
2/16/2018,28.98
2/20/2018,28.89
2/21/2018,28.93
2/22/2018,28.69
2/23/2018,29.12
2/26/2018,29.56
2/27/2018,29.28
2/28/2018,28.87
3/1/2018,28.37
3/2/2018,28.44
3/5/2018,28.84
3/6/2018,28.96
3/7/2018,28.91
3/8/2018,29
3/9/2018,29.7
3/12/2018,29.6
3/13/2018,29.27
3/14/2018,28.94
3/15/2018,28.95
3/16/2018,28.87
3/19/2018,28.66
3/20/2018,28.73
3/21/2018,28.72
3/22/2018,27.66
3/23/2018,26.82
3/26/2018,27.69
3/27/2018,27.15
3/28/2018,27.2
3/29/2018,27.57
4/2/2018,26.96
4/3/2018,27.33
4/4/2018,27.62
4/5/2018,27.84
4/6/2018,27.17
4/9/2018,27.32
4/10/2018,27.73
4/11/2018,27.4
4/12/2018,27.88
4/13/2018,27.46
4/16/2018,27.58
4/17/2018,27.58
4/18/2018,27.45
4/19/2018,27.87
4/20/2018,27.88
4/23/2018,27.85
4/24/2018,27.67
4/25/2018,27.65
4/26/2018,27.66
4/27/2018,27.7
4/30/2018,27.45
5/1/2018,27.46
